,MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
0,10001,438,26,7.25,Chelsea/NoMad/West Chelsea
1,10002,1316,161,8.45,Chinatown/Lower East Side
2,10003,532,35,4.11,East Village/Gramercy/Greenwich Village
3,10004,40,1,5.43,Financial District
4,10005,94,2,4.96,Financial District
5,10006,39,0,5.06,Financial District
6,10007,72,3,3.98,TriBeCa
7,10009,830,69,5.94,Alphabet City/East Village/Stuyvesant Town-Cooper Village
8,10010,331,19,3.93,Flatiron/Gramercy/Kips Bay
9,10011,619,44,4.99,Chelsea
10,10012,217,9,3.94,Greenwich Village/SoHo
11,10013,325,21,4.37,Hudson Square/Little Italy/SoHo/TriBeCa
12,10014,374,29,4.52,Hudson Square/Meatpacking District/West Village
13,10016,831,50,6.15,Kips Bay/Murray Hill/NoMad
14,10017,165,8,4.34,East Midtown/Murray Hill
15,10018,218,5,10.24,Hell's Kitchen/Midtown Manhattan
16,10019,695,42,5.96,Hell's Kitchen/Midtown Manhattan
17,10021,631,65,5.43,Lenox Hill/Upper East Side
18,10022,395,32,5.25,East Midtown
19,10023,651,54,4.73,Lincoln Square
20,10024,829,75,5.61,Upper West Side
21,10025,1528,178,6.13,Manhattan Valley/Morningside Heights/Upper West Side
22,10026,748,47,9.04,Central Harlem (South)
23,10027,1175,113,8.53,Central Harlem (South)/Morningside Heights/West Harlem
24,10028,543,34,5.08,Upper East Side/Yorkville
25,10029,2021,213,10.76,East Harlem
26,10030,566,56,9.7,Central Harlem (North)
27,10031,1514,133,11.0,Hamilton Heights/West Harlem
28,10032,1744,175,12.31,Washington Heights (South)
29,10033,1518,121,11.64,Washington Heights (North)/Washington Heights (South)
30,10034,864,71,9.76,Inwood/Washington Heights (North)
31,10035,1125,136,12.39,East Harlem
32,10036,513,40,6.81,Hell's Kitchen/Midtown Manhattan
33,10037,576,63,11.26,Central Harlem (North)/East Harlem
34,10038,291,28,6.21,Chinatown/Financial District
35,10039,609,66,11.29,Central Harlem (North)/Washington Heights (South)
36,10040,1278,119,11.9,Washington Heights (North)
37,10044,258,36,9.79,Roosevelt Island
38,10065,358,28,4.52,Lenox Hill/Upper East Side
39,10069,69,2,4.49,Lincoln Square
40,10075,445,45,6.72,Lenox Hill/Upper East Side
41,10128,714,41,4.84,Upper East Side/Yorkville
42,10280,64,0,4.01,Battery Park City
43,10282,84,15,8.33,Battery Park City
44,10301,1310,107,14.24,Silver Lake/St. George
45,10302,686,32,17.95,Elm Park
46,10303,944,47,16.09,Graniteville/Mariner's Harbor/Port Ivory
47,10304,1521,183,15.2,New Dorp/Todt Hill
48,10305,1368,80,15.29,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
49,10306,1576,82,13.16,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
50,10307,416,15,14.49,Tottenville
51,10308,702,28,12.77,Great Kills
52,10309,914,31,13.54,Charleston/Prince's Bay/Woodrow
53,10310,759,33,14.04,Port Richmond/Randall Manor/West Brighton
54,10312,1666,59,13.67,Annadale/Rossville
55,10314,2891,201,14.55,Bloomfield/Freshkills Park
56,10451,1737,152,14.48,Concourse/Melrose
57,10452,2733,175,15.23,Concourse/Highbridge
58,10453,2702,165,15.97,Morris Heights/Mount Hope/University Heights
59,10454,1278,105,15.0,Mott Haven/Port Morris
60,10455,1461,111,15.18,Mott Haven
61,10456,2835,291,14.36,Claremont/Morrisania
62,10457,2474,187,14.72,Belmont/Claremont/Mount Hope/Tremont
63,10458,2412,126,15.0,Belmont/Fordham University/Kingsbridge
64,10459,1664,166,14.76,Charlotte Gardens/Hunts Point
65,10460,1884,127,15.19,Charlotte Gardens/Tremont/Van Nest/West Farms
66,10461,1971,141,15.4,Morris Park/Pelham Bay/Westchester Square
67,10462,2497,183,14.54,Parkchester/Pelham Parkway/Van Nest/Westchester Square
68,10463,2252,216,12.72,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
69,10464,135,9,12.59,City Island
70,10465,1593,87,15.1,Country Club/Throgs Neck
71,10466,2609,169,17.23,Edenwald/Wakefield
