,MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
0,10001,440,26,6.83,Chelsea/NoMad/West Chelsea
1,10002,1329,161,8.0,Chinatown/Lower East Side
2,10003,537,35,3.69,East Village/Gramercy/Greenwich Village
3,10004,40,1,5.07,Financial District
4,10005,95,2,4.75,Financial District
5,10006,40,0,5.04,Financial District
6,10007,73,3,3.79,TriBeCa
7,10009,834,69,5.57,Alphabet City/East Village/Stuyvesant Town-Cooper Village
8,10010,338,19,3.79,Flatiron/Gramercy/Kips Bay
9,10011,627,44,4.77,Chelsea
10,10012,218,9,3.58,Greenwich Village/SoHo
11,10013,327,21,4.11,Hudson Square/Little Italy/SoHo/TriBeCa
12,10014,375,29,4.28,Hudson Square/Meatpacking District/West Village
13,10016,835,50,5.87,Kips Bay/Murray Hill/NoMad
14,10017,167,8,4.28,East Midtown/Murray Hill
15,10018,217,5,9.65,Hell's Kitchen/Midtown Manhattan
16,10019,699,42,5.7,Hell's Kitchen/Midtown Manhattan
17,10021,635,65,5.19,Lenox Hill/Upper East Side
18,10022,400,32,5.04,East Midtown
19,10023,655,53,4.47,Lincoln Square
20,10024,833,75,5.36,Upper West Side
21,10025,1539,178,5.79,Manhattan Valley/Morningside Heights/Upper West Side
22,10026,755,47,8.64,Central Harlem (South)
23,10027,1183,113,8.02,Central Harlem (South)/Morningside Heights/West Harlem
24,10028,550,34,4.87,Upper East Side/Yorkville
25,10029,2037,213,10.31,East Harlem
26,10030,571,57,9.38,Central Harlem (North)
27,10031,1525,133,10.61,Hamilton Heights/West Harlem
28,10032,1763,175,11.76,Washington Heights (South)
29,10033,1532,121,11.19,Washington Heights (North)/Washington Heights (South)
30,10034,869,72,9.38,Inwood/Washington Heights (North)
31,10035,1131,136,11.96,East Harlem
32,10036,517,40,6.52,Hell's Kitchen/Midtown Manhattan
33,10037,581,64,10.98,Central Harlem (North)/East Harlem
34,10038,292,28,6.04,Chinatown/Financial District
35,10039,619,66,10.81,Central Harlem (North)/Washington Heights (South)
36,10040,1292,119,11.53,Washington Heights (North)
37,10044,260,36,9.36,Roosevelt Island
38,10065,362,28,4.37,Lenox Hill/Upper East Side
39,10069,70,2,4.27,Lincoln Square
40,10075,447,45,6.39,Lenox Hill/Upper East Side
41,10128,715,41,4.6,Upper East Side/Yorkville
42,10280,64,0,3.78,Battery Park City
43,10282,85,15,7.97,Battery Park City
44,10301,1320,107,13.68,Silver Lake/St. George
45,10302,687,32,17.3,Elm Park
46,10303,946,47,15.52,Graniteville/Mariner's Harbor/Port Ivory
47,10304,1533,183,14.72,New Dorp/Todt Hill
48,10305,1373,80,14.81,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
49,10306,1582,83,12.7,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
50,10307,418,15,14.05,Tottenville
51,10308,713,28,12.35,Great Kills
52,10309,917,32,13.12,Charleston/Prince's Bay/Woodrow
53,10310,760,33,13.53,Port Richmond/Randall Manor/West Brighton
54,10312,1673,59,13.19,Annadale/Rossville
55,10314,2908,201,14.05,Bloomfield/Freshkills Park
56,10451,1751,152,13.99,Concourse/Melrose
57,10452,2764,175,14.8,Concourse/Highbridge
58,10453,2725,165,15.39,Morris Heights/Mount Hope/University Heights
59,10454,1282,106,14.42,Mott Haven/Port Morris
60,10455,1468,111,14.6,Mott Haven
61,10456,2853,291,13.84,Claremont/Morrisania
62,10457,2488,188,14.2,Belmont/Claremont/Mount Hope/Tremont
63,10458,2432,126,14.41,Belmont/Fordham University/Kingsbridge
64,10459,1678,166,14.23,Charlotte Gardens/Hunts Point
65,10460,1896,128,14.57,Charlotte Gardens/Tremont/Van Nest/West Farms
66,10461,1979,141,14.84,Morris Park/Pelham Bay/Westchester Square
67,10462,2518,183,14.04,Parkchester/Pelham Parkway/Van Nest/Westchester Square
68,10463,2272,216,12.28,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
69,10464,135,9,12.2,City Island
70,10465,1596,88,14.52,Country Club/Throgs Neck
71,10466,2620,170,16.6,Edenwald/Wakefield
72,10467,3830,326,15.24,Allerton/Norwood/Pelham Parkway/Williamsbridge
73,10468,3120,223,15.33,Fordham/Kingsbridge/University Heights
74,10469,3250,365,17.11,Allerton/Baychester/Pelham Gardens/Williamsbridge
75,10470,493,20,15.44,Wakefield/Woodlawn
76,10471,861,87,12.2,Fieldston/North Riverdale/Riverdale
77,10472,2223,190,16.44,Soundview
78,10473,2167,139,15.04,Castle Hill/Clason Point/Soundview
79,10474,355,21,14.03,Hunts Point
80,10475,1864,176,16.14,Co-op City/Edenwald
81,11004,632,68,11.92,Bellerose/Douglaston-Little Neck
82,11101,738,39,6.88,Astoria (South)/Long Island City/Sunnyside
83,11102,719,80,8.86,Astoria (North)
84,11103,665,54,7.46,Astoria (North)/Astoria (South)
85,11104,558,42,8.76,Sunnyside
86,11105,558,43,6.77,Ditmars Steinway
87,11106,778,55,8.67,Astoria (South)
88,11109,64,2,4.3,Long Island City
89,11201,827,95,4.56,Brooklyn Heights/DUMBO/Downtown Brooklyn
90,11203,2253,243,15.09,East Flatbush (North)/East Flatbush (South)
91,11204,2254,145,15.28,Bensonhurst/Mapleton
92,11205,827,50,8.23,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene
93,11206,1818,153,9.3,Williamsburg (South)
94,11207,2383,216,13.0,Cypress Hills/East New York
95,11208,2709,250,14.67,Cypress Hills/East New York
96,11209,1297,116,8.75,Bay Ridge/Fort Hamilton
97,11210,1887,150,14.53,Flatlands/Midwood
98,11211,2351,138,8.94,East Williamsburg/Williamsburg (North)/Williamsburg (South)
99,11212,2122,235,14.08,Ocean Hill-Brownsville
100,11213,1575,149,11.56,Crown Heights (East)
101,11214,1759,184,11.08,Bath Beach/Bensonhurst/Gravesend
102,11215,702,46,4.19,Gowanus/Park Slope/Windsor Terrace
103,11216,865,76,6.54,Bedford-Stuyvesant (West)/Crown Heights (West)
104,11217,701,86,6.03,Boerum Hill/Park Slope
105,11218,1923,138,11.85,Kensington/Windsor Terrace
106,11219,3316,237,16.36,Borough Park
107,11220,1977,167,11.14,Sunset Park
108,11221,1563,148,8.82,Bedford-Stuyvesant (East)/Bushwick
109,11222,542,34,5.0,Greenpoint
110,11223,1920,144,13.26,Gravesend/Homecrest
111,11224,1346,216,13.78,Brighton Beach/Coney Island/Seagate
112,11225,1282,140,9.95,Crown Heights (West)/Prospect Lefferts Gardens
113,11226,2570,302,12.25,Flatbush/Prospect Lefferts Gardens
114,11228,774,82,10.3,Bath Beach/Dyker Heights
115,11229,1974,151,13.35,Gerritsen Beach/Homecrest/Sheepshead Bay
116,11230,2616,229,13.09,Midwood
117,11231,476,34,5.12,Carroll Gardens/Cobble Hill/Red Hook
118,11232,642,42,10.4,Sunset Park
119,11233,1439,138,11.15,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville
120,11234,2459,195,13.89,Bergen Beach/Flatlands/Marine Park/Mill Basin
121,11235,2311,301,14.24,Brighton Beach/Manhattan Beach/Sheepshead Bay
122,11236,2997,300,15.89,Canarsie
123,11237,1135,114,9.79,Bushwick/East Williamsburg
124,11238,900,105,5.81,Clinton Hill/Prospect Heights
125,11239,575,89,16.41,East New York
126,11354,1415,299,10.46,Flushing/Murray Hill
127,11355,1581,169,10.29,Flushing/Murray Hill/Queensboro Hill
128,11356,641,42,13.52,College Point
129,11357,916,106,11.2,Whitestone
130,11358,638,43,8.66,Auburndale/Murray Hill
131,11360,342,28,8.46,Bayside (North)
