,MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
0,10001,431,26,6.51,Chelsea/NoMad/West Chelsea
1,10002,1278,161,9.35,Chinatown/Lower East Side
2,10003,519,34,4.85,East Village/Gramercy/Greenwich Village
3,10004,39,1,5.42,Financial District
4,10005,87,2,5.08,Financial District
5,10006,38,0,5.03,Financial District
6,10007,70,3,3.97,TriBeCa
7,10009,815,69,6.62,Alphabet City/East Village/Stuyvesant Town-Cooper Village
8,10010,317,19,4.45,Flatiron/Gramercy/Kips Bay
9,10011,604,43,5.43,Chelsea
10,10012,202,9,4.48,Greenwich Village/SoHo
11,10013,315,21,4.72,Hudson Square/Little Italy/SoHo/TriBeCa
12,10014,368,29,4.99,Hudson Square/Meatpacking District/West Village
13,10016,808,50,6.33,Kips Bay/Murray Hill/NoMad
14,10017,164,8,4.79,East Midtown/Murray Hill
15,10018,256,5,7.03,Hell's Kitchen/Midtown Manhattan
16,10019,681,42,6.45,Hell's Kitchen/Midtown Manhattan
17,10021,622,64,5.82,Lenox Hill/Upper East Side
18,10022,387,32,5.41,East Midtown
19,10023,636,54,5.0,Lincoln Square
20,10024,808,75,6.15,Upper West Side
21,10025,1499,177,6.65,Manhattan Valley/Morningside Heights/Upper West Side
22,10026,727,47,9.9,Central Harlem (South)
23,10027,1162,113,9.43,Central Harlem (South)/Morningside Heights/West Harlem
24,10028,525,33,5.39,Upper East Side/Yorkville
25,10029,1968,212,11.65,East Harlem
26,10030,562,56,10.97,Central Harlem (North)
27,10031,1474,132,11.75,Hamilton Heights/West Harlem
28,10032,1709,174,12.82,Washington Heights (South)
29,10033,1480,121,12.67,Washington Heights (North)/Washington Heights (South)
30,10034,836,71,10.32,Inwood/Washington Heights (North)
31,10035,1111,136,13.45,East Harlem
32,10036,502,40,7.45,Hell's Kitchen/Midtown Manhattan
33,10037,565,63,11.48,Central Harlem (North)/East Harlem
34,10038,280,28,6.86,Chinatown/Financial District
35,10039,593,64,12.15,Central Harlem (North)/Washington Heights (South)
36,10040,1253,118,13.13,Washington Heights (North)
37,10044,256,36,10.88,Roosevelt Island
38,10065,353,28,4.97,Lenox Hill/Upper East Side
39,10069,66,2,5.3,Lincoln Square
40,10075,441,45,7.24,Lenox Hill/Upper East Side
41,10128,705,41,5.41,Upper East Side/Yorkville
42,10280,62,0,4.64,Battery Park City
43,10282,84,15,9.25,Battery Park City
44,10301,1291,106,15.31,Silver Lake/St. George
45,10302,681,32,19.24,Elm Park
46,10303,932,47,17.28,Graniteville/Mariner's Harbor/Port Ivory
47,10304,1489,182,16.29,New Dorp/Todt Hill
48,10305,1345,80,16.11,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
49,10306,1553,82,14.08,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
50,10307,414,15,15.52,Tottenville
51,10308,695,28,13.99,Great Kills
52,10309,905,31,14.6,Charleston/Prince's Bay/Woodrow
53,10310,748,33,14.92,Port Richmond/Randall Manor/West Brighton
54,10312,1648,59,14.82,Annadale/Rossville
55,10314,2849,201,15.64,Bloomfield/Freshkills Park
56,10451,1709,150,15.53,Concourse/Melrose
57,10452,2671,172,16.24,Concourse/Highbridge
58,10453,2639,165,17.14,Morris Heights/Mount Hope/University Heights
59,10454,1253,105,15.47,Mott Haven/Port Morris
60,10455,1428,111,16.45,Mott Haven
