,Unnamed: 0,Total Cases,Total Deaths,Population,COVID per 1000
0,Alamance County,2653,42,169509,15.651086372994945
1,Alexander County,342,2,37497,9.120729658372671
2,Alleghany County,180,0,11137,16.16234174373709
3,Anson County,377,3,24446,15.421745888897982
4,Ashe County,174,1,27203,6.396353343381245
5,Avery County,108,0,17557,6.151392606937404
6,Beaufort County,460,2,46994,9.788483636208877
7,Bertie County,323,5,18947,17.047553702433106
8,Bladen County,653,7,32722,19.955992909968828
9,Brunswick County,1312,22,142820,9.18638846099986
10,Buncombe County,2092,54,261191,8.009464338357754
11,Burke County,1716,27,90485,18.964469249046804
12,Cabarrus County,2809,50,216453,12.9774131104674
13,Caldwell County,1283,13,82178,15.612451020954511
14,Camden County,78,2,10867,7.1776939357688425
15,Carteret County,381,5,69473,5.484144919609057
16,Caswell County,203,2,22604,8.980711378517078
17,Catawba County,2266,33,159551,14.202355359728234
18,Chatham County,1363,55,74470,18.302672217000133
19,Cherokee County,294,4,28612,10.275408919334543
20,Chowan County,167,2,13943,11.977336297783834
21,Clay County,76,1,11231,6.7669842400498625
22,Cleveland County,1332,24,97947,13.599191399430303
23,Columbus County,973,48,55508,17.52900482813288
24,Craven County,785,18,102139,7.685604910954679
25,Cumberland County,3434,56,335509,10.235194882998668
26,Currituck County,83,0,27763,2.989590462125851
27,Dare County,215,2,37009,5.809397714069552
28,Davidson County,1886,23,167609,11.252379048857758
29,Davie County,439,5,42846,10.245997292629417
30,Duplin County,2025,49,58741,34.47336613268416
31,Durham County,6428,79,321488,19.994525456626686
32,Edgecombe County,745,13,51472,14.473888716195214
33,Forsyth County,5561,56,382295,14.546358178893266
34,Franklin County,932,26,69685,13.37447083303437
35,Gaston County,3579,57,224529,15.940034472161724
36,Gates County,57,2,11562,4.929942916450441
37,Graham County,49,0,8441,5.8049994076531215
38,Granville County,1360,29,60443,22.500537696672893
39,Greene County,343,3,21069,16.279842422516495
40,Guilford County,5974,158,537174,11.121163719763057
41,Halifax County,755,8,50010,15.096980603879226
42,Harnett County,1414,40,135976,10.398893922456905
43,Haywood County,463,24,62317,7.429754320650866
44,Henderson County,1568,56,117417,13.354113969868074
45,Hertford County,404,11,23677,17.062972504962627
46,Hoke County,782,11,55234,14.157946192562553
47,Hyde County,58,0,4937,11.74802511646749
48,Iredell County,2013,17,181806,11.072241840203292
49,Jackson County,460,7,43938,10.469297646683962
50,Johnston County,3444,45,209339,16.451783948523687
51,Jones County,114,4,9419,12.103195668329974
52,Lee County,1339,11,61779,21.67403162887065
53,Lenoir County,646,11,55949,11.546229601958927
54,Lincoln County,933,10,86111,10.834852690132504
55,Macon County,480,2,35858,13.386134195995314
56,Madison County,49,1,21755,2.2523557802803955
57,Martin County,285,6,22440,12.70053475935829
58,McDowell County,714,20,45756,15.604510883818516
59,Mecklenburg County,23164,258,1110356,20.861777664100522
60,Mitchell County,80,3,14964,5.346164127238707
61,Montgomery County,714,16,27173,26.276082876384645
62,Moore County,1105,20,100880,10.95360824742268
63,Nash County,1335,14,94298,14.157246177013302
64,New Hanover County,2710,21,234473,11.55783395103061
65,Northampton County,319,16,19483,16.373248473027772
66,Onslow County,1208,12,197938,6.102921116713314
67,Orange County,1475,48,148476,9.934265470513752
68,Pamlico County,74,1,12726,5.814867201005815
69,Pasquotank County,456,20,39824,11.450381679389313
70,Pender County,696,3,63060,11.037107516650806
71,Perquimans County,93,2,13463,6.907821436529749
72,Person County,247,2,39490,6.254748037477842
73,Pitt County,2308,14,180742,12.76958316274026
74,Polk County,182,6,20724,8.782088399922795
75,Randolph County,2256,39,143667,15.702979807471445
76,Richmond County,569,9,44829,12.692676615583663
77,Robeson County,3039,56,130625,23.26507177033493
78,Rockingham County,594,6,91010,6.526755301615207
79,Rowan County,2367,51,142088,16.65869038905467
80,Rutherford County,837,14,67029,12.487132435214608
81,Sampson County,1518,19,63531,23.89384709826699
82,Scotland County,436,5,34823,12.520460615110702
83,Stanly County,1237,31,62806,19.69557048689616
84,Stokes County,303,3,45591,6.646048562216227
85,Surry County,1007,10,71783,14.028391123246449
86,Swain County,121,2,14271,8.478733095087941
87,Transylvania County,161,1,34385,4.682274247491638
88,Tyrrell County,103,2,4016,25.647410358565736
89,Union County,3384,44,239859,14.108288619563995
90,Vance County,820,41,44535,18.412484562703487
91,Wake County,12754,183,1111761,11.471890091485491
92,Warren County,271,6,19731,13.734732147382292
93,Washington County,144,4,11580,12.43523316062176
94,Watauga County,344,0,56177,6.123502501023551
95,Wayne County,2532,42,123131,20.56346492759744
96,Wilkes County,914,18,68412,13.360229199555633
97,Wilson County,1563,36,81801,19.107345875967287
98,Yadkin County,565,6,37667,14.99986725781188
99,Yancey County,80,0,18069,4.427472466655598
